id,community_id,label
00000000001109653112,1,
00000000001070333971,1,
00000000004453984392,1,
00000000003297471679,1,
00000000004216257973,1,
00000000000044093798,1,
00000000004311833712,1,
00000000000328840757,1,
00000000000144500740,1,
00000000003297081092,1,
00000000002279476816,1,
00000000004786773854,1,
00000000004671409663,1,
00000000003306286357,1,
00000000000090345954,1,
00000000003306730099,1,
00000000003226625564,1,
00000000003288958441,1,
00000000004173835048,1,
00000000000032007157,1,
00000000000455634779,1,
00000000000017363090,1,
00000000003710627726,1,
00000000003287233182,1,
00000000003450548174,1,
00000000004856135885,1,
00000000001734777668,1,
00000000002466499093,1,
00000000000194068177,1,
00000000000466798413,1,
00000000003192196782,1,
00711215877983707136,1,
00000000004783962836,1,
00000000003072435974,1,
00000000003354751993,1,
00000000000510942393,1,
00000000003489850032,1,
00000000004368216738,1,
00000000003260722346,1,
00000000001852198832,1,
00000000000747072090,1,
00000000000156996221,1,
00000000004647074062,1,
00000000003327562608,1,
00000000000062456932,1,
00000000003746893273,1,
00000000001313134868,1,
00000000003297939571,1,
00000000000233104818,1,
00000000003499058236,1,
00000000002292685285,1,
00000000003332511074,1,
00000000004735968792,1,
00000000000155626577,1,
00000000002385682424,1,
00000000000293859610,1,
00000000003317646787,1,
00000000003305993899,1,
00000000002834007205,1,
00000000003403014073,1,
00716946388576256000,1,
00000000003649077020,1,
00000000004273661177,1,
00000000003465487392,1,
00000000002685443496,1,
00000000003312307154,1,
00000000000117853109,1,
00000000000065864188,1,
00000000004547622261,1,
00000000000492488306,1,
00000000003713867052,1,
00000000001968529687,1,
00000000003481680614,1,
00000000003499972399,1,
00000000004907965394,1,
00000000003041428218,1,
00000000003413853964,1,
00000000003526995252,1,
00000000004266931458,1,
00000000002445628452,1,
00000000000635795434,1,
00000000004697499235,1,
00000000003306133993,1,
00000000000083047008,1,
00000000001274709512,1,
00000000002677014918,1,
00000000003491223854,1,
00000000003312836473,1,
00000000003650387652,1,
00000000003310552848,1,
00000000001133179542,1,
00000000003310278930,1,
00000000003397562420,1,
00000000003297240259,1,
00000000000057283359,1,
00000000003321955633,1,
00000000002311898762,1,
00000000004763334733,1,
00000000004355450476,1,
00000000000454527089,1,
00000000000132482234,1,
00000000003458310313,1,
00000000000275553637,1,
00000000004313448438,1,
00000000003560749699,1,
00000000000027366265,1,
00000000003313213483,1,
00000000000493085818,1,
00000000003668425392,1,
00000000000159873709,1,
00000000003189110654,1,
00000000003189110654,1,
00000000000311325328,1,
00000000004888103877,1,
00000000003723764773,1,
00000000004116532935,1,
00000000003475035794,1,
00000000004081271660,1,
00000000003306342980,1,
00000000000030659414,1,
00000000002801484517,1,
00000000003166565659,1,
00000000003751914442,1,
00000000000282082074,1,
00000000003332826552,1,
00000000002901189421,1,
00000000002919250310,1,
00000000000039453212,1,
00000000000121011302,1,
00000000000344620700,1,
00000000003570124333,1,
00000000004096222754,1,
00000000003270191323,1,
00000000003561534552,1,
00719379708786270208,1,
00000000003319632259,1,
00000000000535064199,1,
00000000002732273401,1,
00000000000594407312,1,
00000000000404789801,1,
00000000000035907199,1,
00711092872481615872,1,
00000000003807338593,1,
00000000004491895218,1,
00000000003982103894,1,
00000000003388965316,1,
00000000004343577544,1,
00000000004869949605,1,
00000000001473710107,1,
00000000000552627511,1,
00000000003904331263,1,
00000000003734406689,1,
00000000004307486654,1,
00000000000464471259,1,
00000000003709936333,1,
00000000000443450202,1,
00000000003328510530,1,
00000000003811226246,1,
00000000003705701413,1,
00000000003853825394,1,
00000000004356392833,1,
00000000003303151470,1,
00000000000016893886,1,
00000000004342363827,1,
00000000000769797708,1,
00000000004177711272,1,
00000000000067309732,1,
00000000003289548896,1,
00000000003311509663,1,
00000000003421235332,1,
00000000000806076702,1,
00000000003328827566,1,
00000000000114440017,1,
00000000003316751953,1,
00000000000416475575,1,
00000000003469650554,1,
00000000003824171233,1,
00000000000123646549,1,
00000000004777362505,1,
00000000003470861592,1,
00000000000347766079,1,
00000000000417565033,1,
00000000000157290349,1,
00000000003298098380,1,
00000000003402592693,1,
00000000001731698340,1,
00000000000348874850,1,
00000000003711177140,1,
00000000002889511915,1,
00000000000201095003,1,
00000000002397748328,1,
00000000003260717936,1,
00000000003294599257,1,
00000000004835124268,1,
00000000003789391813,1,
00000000000158118018,1,
00000000004881986705,1,
00000000004164729319,1,
00000000003667252033,1,
00000000003328604762,1,
00000000003437522953,1,
00000000003308510750,1,
00000000003317060077,1,
00000000003458562618,1,
00000000004806128695,1,
00000000003273077468,1,
00000000003436712944,1,
00000000003399385574,1,
00000000003360359419,1,
00000000003317354767,1,
00000000003290076175,1,
00000000003325100460,1,
00000000003684152624,1,
00000000004696223971,1,
00000000000016115176,1,
00000000000397060718,1,
00000000003763295418,1,
00000000000562195196,1,
00000000000358587276,1,
00000000003483527052,1,
00000000004154908098,1,
00000000003311561618,1,
00000000003343503494,1,
00000000001030811887,1,
00000000003289789711,1,
00000000003603572534,1,
00000000000201486713,1,
00000000004698823236,1,
00000000004229291613,1,
00000000004601386752,1,
00000000003373335613,1,
00000000004203810078,1,
00000000003457802775,1,
00000000003426768912,1,
00000000003326698296,1,
00000000000270431062,1,
00000000004076964133,1,
00000000000302037043,1,
00000000001882312400,1,
00000000003321924036,1,
00000000004851081082,1,
00000000002917614391,1,
00000000003617511613,1,
00000000004508337014,1,
00000000003317909005,1,
00000000003411442161,1,
00000000001430145660,1,
00000000000478131136,1,
00000000000086668150,1,
00000000003912716233,1,
00000000000118320970,1,
00000000001698524215,1,
00000000004430320094,1,
00000000000047059794,1,
00000000003729451513,1,
00000000000099763933,1,
00000000003603188774,1,
00000000004853532605,1,
00000000002150112956,1,
00000000001027881558,1,
00000000004434725834,1,
00000000000082135276,1,
00000000003299469926,1,
00000000003311012640,1,
00000000004798865009,1,
00000000003437798125,1,
00000000004592559980,1,
00000000000084828449,1,
00000000003301206942,1,
00000000003464531652,1,
00000000001253006245,1,
00000000000922242968,1,
00000000003283240237,1,
00000000000048244693,1,
00000000004905208777,1,
00000000003890398342,1,
00721466193089966081,1,
00000000002414275802,1,
00000000000377443782,1,
00000000003426362179,1,
00000000000042623411,1,
00000000004925512080,1,
00000000000180730602,1,
00000000000469476999,1,
00000000003622308200,1,
00000000000238556690,1,
00000000002579794148,1,
00000000002810654929,1,
00000000003527702956,1,
00000000004108313433,1,
00000000003436618953,1,
00000000004708045993,1,
00000000003295912640,1,
00000000003944695458,1,
00000000003490043594,1,
00000000003725369600,1,
00000000003544235834,1,
00000000004166602038,1,
00000000004429621394,1,
00000000003944322254,1,
00000000003617490031,1,
00000000003334126993,1,
00000000003014449732,1,
00000000000030644967,1,
00000000003307396632,1,
00000000004230907458,1,
00000000003502606152,1,
00000000003314125915,1,
00000000000625362087,1,
00000000003415865362,1,
00000000000055081795,1,
00000000000077964454,1,
00000000003309400194,1,
00000000003950194287,1,
00000000001596484663,1,
00000000003380587273,1,
00000000001227682886,1,
00000000001274508427,1,
00000000003302968020,1,
00000000004201327752,1,
00000000003348028873,1,
00000000001299663420,1,
00000000003118443714,1,
00000000004746887202,1,
00000000003288842642,1,
00000000002669811944,1,
00000000003995843652,1,
00000000003544154232,1,
00000000003373623494,1,
00000000000109780161,1,
00000000003388704312,1,
00000000003870538872,1,
00000000003291940628,1,
00000000003381834253,1,
00000000003794108014,1,
00000000001461405295,1,
00000000003573460099,1,
00000000003302110045,1,
00000000003369247272,1,
00000000003306627368,1,
00000000003678976394,1,
00000000004192448352,1,
00000000003834423178,1,
00000000004299404372,1,
00000000002678950580,1,
00000000003299115044,1,
00000000000281151739,1,
00000000000289736328,1,
00000000003494205138,1,
00000000003281149314,1,
00000000003382664653,1,
00000000000154320041,1,
00000000000079266482,1,
00000000004839152281,1,
00000000000071983360,1,
00000000000520182485,1,
00000000003881236875,1,
00705712243200012288,1,
00000000003100947512,1,
00000000003282734340,1,
00000000000064302902,1,
00000000003472156454,1,
00000000004696288717,1,
00000000003613512074,1,
00000000004475577072,1,
00000000003294902443,1,
00000000003322234063,1,
00000000000312730840,1,
00000000000770328152,1,
00000000002636850171,1,
00000000001348552868,1,
00000000000757201866,1,
00000000003313841856,1,
00000000003994928129,1,
00000000003562295294,1,
00000000003321740730,1,
00000000003394476576,1,
00000000003635460022,1,
00000000004464683774,1,
00000000002489694612,1,
00000000000192512423,1,
00000000003855780913,1,
00000000003280582417,1,
00000000000040847494,1,
00000000000094069072,1,
00000000003924192913,1,
00000000003312792403,1,
00000000003391702872,1,
00000000003391702872,1,
00000000000810239784,1,
00000000004737110120,1,
00000000003257080339,1,
00000000000268600578,1,
00000000003356148325,1,
00000000000591085102,1,
00000000003766307124,1,
00000000003436114833,1,
00000000000821331715,1,
00000000000145541740,1,
00000000000093339119,1,
00000000002525171172,1,
00000000004113830953,1,
00000000004185987199,1,
00000000001624089678,1,
00000000002482046167,1,
00000000003302088822,1,
00000000000033196126,1,
00000000001414932163,1,
00000000003705831253,1,
00721728089768611841,1,
00000000003310703748,1,
00000000000145514541,1,
00000000000369506960,1,
00000000003548901252,1,
00000000002265739578,1,
00000000003303820442,1,
00000000003328705897,1,
00000000003223210760,1,
00000000000030375752,1,
00000000003313606874,1,
00000000002784396572,1,
00000000002790921762,1,
00000000003295004774,1,
00700540745145389056,1,
00000000004020611175,1,
00000000002613103424,1,
00000000003617565794,1,
00000000000158776618,1,
00000000003632877675,1,
00000000003309668418,1,
00000000003372352458,1,
00000000003150027746,1,
00000000003394201452,1,
00000000003308777676,1,
00000000000406192324,1,
00000000000077785993,1,
00000000004054999933,1,
00000000003301976893,1,
00000000000268693499,1,
00000000003305006016,1,
00000000003536759892,1,
00000000000746030670,1,
00000000004636631232,1,
00000000003289985598,1,
00000000000110505123,1,
00000000000578818360,1,
00000000003897876972,1,
00000000003091159824,1,
00000000003282218791,1,
00000000003593256074,1,
00000000000229738216,1,
00000000004192574058,1,
00000000000054491455,1,
00000000003436427557,1,
00000000003683500153,1,
00000000001524971593,1,
00000000004325567657,1,
00000000000981763170,1,
00000000001320175688,1,
00000000000038956717,1,
00000000000129587268,1,
00000000000246112955,1,
00000000003848227992,1,
00000000003480318613,1,
00000000000128581225,1,
00000000003683732670,1,
00000000002927540317,1,
00000000003328434036,1,
00000000004301956700,1,
00000000003306491790,1,
00000000003417505984,1,
00000000003429904282,1,
00000000003685054470,1,
00000000003290416165,1,
00000000002307835628,1,
00000000003278343782,1,
00000000000159755416,1,
00000000000115990595,1,
00000000003303974701,1,
00000000001520331644,1,
00000000004226309848,1,
00000000004234469599,1,
00000000003457138759,1,
00000000000464652517,1,
00000000003813199278,1,
00000000003038567928,1,
00000000003632599812,1,
00000000003758701454,1,
00000000003314061619,1,
00000000002576091577,1,
00000000004046961620,1,
00000000004777152150,1,
00000000003420685479,1,
00000000003308699810,1,
00720970034999377920,1,
00000000003982260928,1,
00000000000471915618,1,
00000000003312354067,1,
00000000003557199972,1,
00000000004164004998,1,
00000000000468133329,1,
00000000003306157890,1,
00000000000315846862,1,
00000000000324250096,1,
00000000003244680098,1,
00000000003307659116,1,
00000000003767021652,1,
00000000003321396992,1,
00000000000536614574,1,
00000000003611622804,1,
00000000000026538765,1,
00000000003634573214,1,
00000000004300587552,1,
00000000001438470696,1,
00000000003324511644,1,
00000000001197546366,1,
00000000004171150227,1,
00000000003635112494,1,
00717363392550293504,1,
00717363392550293504,1,
00000000004045677379,1,
00000000000485943202,1,
00000000004314021677,1,
00000000000215584858,1,
00000000001040717965,1,
00000000002535231398,1,
00000000000076025576,1,
00000000000604228559,1,
00000000000219845616,1,
00000000000165121367,1,
00000000003320876851,1,
00000000000330773933,1,
00000000003422925009,1,
00708231841937887232,1,
00000000003912901640,1,
00000000004368292520,1,
00000000002821080487,1,
00000000003313874522,1,
00000000003652688834,1,
00000000002295421778,1,
00000000001697187925,1,
00000000004439624954,1,
00000000002793204673,1,
00000000002414317812,1,
00000000003723576335,1,
00000000004773965648,1,
00000000004896413066,1,
00000000004847785272,1,
00000000003682470613,1,
00719262018600050690,1,
00703920192825348096,1,
00000000003640993932,1,
00000000003903866005,1,
00000000001246365529,1,
00000000003808333274,1,
00000000003312002701,1,
00000000000179046547,1,
00000000003677145503,1,
00000000003347785218,1,
00000000004898184036,1,
00000000002886961699,1,
00000000004556944876,1,
00000000003185788418,1,
00000000004899371210,1,
00709180767595679744,1,
00000000002758691654,1,
00000000004111027174,1,
00000000002521189226,1,
00000000004311936373,1,
00000000004872903492,1,
00000000003328179528,1,
00000000004888534480,1,
00000000004113205286,1,
00712644003506749440,1,
00000000003467885953,1,
00704729703731568640,1,
00000000003951324433,1,
00000000000310308356,1,
00000000000125275505,1,
00000000000485430836,1,
00000000003356556859,1,
00000000003656832022,1,
00000000003671269352,1,
00000000000928930116,1,
00000000003392765907,1,
00719869865234972672,1,
00000000004850232559,1,
00000000004689193117,1,
00000000002281930346,1,
00000000000043275329,1,
00000000004544295799,1,
00000000004601244144,1,
00000000003115178124,1,
00000000003315200952,1,
00000000003315200952,1,
00000000003317777089,1,
00000000003236387209,1,
00000000000074880334,1,
00000000004187848032,1,
00000000003587015834,1,
00716292088946515968,1,
00000000004612500912,1,
00704156951819657216,1,
00000000003311806657,1,
00000000003611543953,1,
00720187795264774144,1,
00000000003970036092,1,
00000000003420833518,1,
00000000003398603307,1,
00000000000270808870,1,
00000000000124440843,1,
00000000001107648348,1,
00000000004132765333,1,
00000000003326919416,1,
00000000004585038014,1,
00000000003424554227,1,
00000000003694952846,1,
00000000003834970392,1,
00000000002662826228,1,
00000000000052453416,1,
00000000003315523560,1,
00000000003669314713,1,
00000000000026243698,1,
00000000000104850188,1,
00000000003348291913,1,
00000000000072928916,1,
00000000002565168722,1,
00000000004109583444,1,
00000000004109583444,1,
00000000003307077738,1,
00000000004180172594,1,
00000000003607158432,1,
00000000000566311023,1,
00000000003143289056,1,
00000000003102998893,1,
00707950943237615616,1,
00000000003332203754,1,
00000000003298697263,1,
00000000003420249273,1,
00000000000198356058,1,
00000000002987700478,1,
00000000003305321959,1,
00000000003375778514,1,
00000000000180252609,1,
00000000003605786424,1,
00000000003677886492,1,
00000000003624928393,1,
00000000003394095313,1,
00000000000064517881,1,
00000000000035485947,1,
00000000000344117934,1,
00000000000303373356,1,
00000000000303373356,1,
00000000004832402170,1,
00000000004903905736,1,
00704287511544094725,1,
00000000003615103693,1,
00000000000308569746,1,
00000000000009100412,1,
00000000003610778833,1,
00000000004415190615,1,
00000000004268364852,1,
00000000003311058636,1,
00000000003324053426,1,
00000000004857538864,1,
00000000000235884737,1,
00000000003604421952,1,
00000000003309417404,1,
00000000000769967143,1,
00000000000271776246,1,
00000000000245664971,1,
00000000000273558589,1,
00000000003395461934,1,
00000000000153662096,1,
00000000003306802458,1,
00000000004289317051,1,
00000000002449563709,1,
00000000003266955194,1,
00000000003699763283,1,
00000000001607924396,1,
00000000003306302334,1,
00000000003799179073,1,
00000000004091604262,1,
00000000000040649329,1,
00000000003327605131,1,
00000000000430656543,1,
00000000003680663893,1,
00709278705948864512,1,
00000000000054497050,1,
00000000003182083639,1,
00000000004167861927,1,
00000000000079071774,1,
00000000003564921920,1,
00000000003293722015,1,
00000000003778887019,1,
00000000003318279900,1,
00000000003307876752,1,
00000000000220949288,1,
00000000003684393990,1,
00000000000090615292,1,
00000000003311029110,1,
00000000002847134420,1,
00712435042329333761,1,
00715074459460198400,1,
00000000003291800630,1,
00000000000608240902,1,
00000000000101393839,1,
00000000003311015514,1,
00000000003466294934,1,
00704880998920507392,1,
00000000004667751613,1,
00000000003171052896,1,
00000000003312988808,1,
00000000003603672553,1,
00000000003635710658,1,
00000000000227603758,1,
00000000001731754537,1,
00000000003479008393,1,
00000000000112017268,1,
00000000002959264879,1,
00000000003397591912,1,
00000000004720969783,1,
00000000003301344541,1,
00000000004330496112,1,
00000000003357492074,1,
00000000000028384755,1,
00000000002545310346,1,
00000000003366560293,1,
00000000003926603116,1,
00000000003387384374,1,
00000000000150629963,1,
00000000004816635432,1,
00000000003789289280,1,
00000000000963647228,1,
00000000000758912244,1,
00000000003412204639,1,
00000000000433692331,1,
00704644185035513858,1,
00000000003900649394,1,
00000000000342161200,1,
00000000003084720697,1,
00000000000343265608,1,
00000000003896716940,1,
00000000003285864254,1,
00000000000489974717,1,
00000000000573349005,1,
00000000003301155570,1,
00000000003442549994,1,
00000000001028011070,1,
00000000000439748310,1,
00000000003592757293,1,
00000000003578872940,1,
00000000003449857573,1,
00000000003589749200,1,
00000000000189925058,1,
00000000003957948139,1,
00000000003957948139,1,
00000000004473425974,1,
00000000000175343989,1,
00000000003308559128,1,
00000000004487778673,1,
00000000003854780294,1,
00000000000049148915,1,
00000000004187430806,1,
00000000004204412054,1,
00000000003419830281,1,
00000000003423763635,1,
00000000000084374679,1,
00000000003383477795,1,
00000000003606297198,1,
00000000004158313882,1,
00000000003612350726,1,
00000000001321320242,1,
00704558857217929216,1,
00000000000250516130,1,
00000000004553588412,1,
00000000003666639017,1,
00000000000225473108,1,
00000000003419503325,1,
00000000003297687486,1,
00000000000198355370,1,
00000000003954139350,1,
00000000000288732033,1,
00000000003388863059,1,
00000000003472438754,1,
00000000000104448662,1,
00000000003302685816,1,
00000000003631989433,1,
00000000003435201095,1,
00000000000143581975,1,
00000000003554168417,1,
00000000000414061572,1,
00000000003613049712,1,
00700880154474651648,1,
00000000003403799474,1,
00000000004869859025,1,
00000000003326076914,1,
00000000004702934539,1,
00000000003966948014,1,
00000000003796637534,1,
00000000000752437393,1,
00000000004712549076,1,
00720111099023126529,1,
00719796715780448256,2,shlkhn97
00000000000341442516,2,surajbn1
00000000000577620917,2,HappyNewRafiq
00000000000117736729,2,surrealzakir
00000000003285620905,2,sdbsdbk
00000000001053364610,2,NimnazWasthu
00000000000101311381,2,iamsrk
00000000000168063791,2,Mastikapaath
00000000003170319404,2,PandeyNe
00000000000113597793,2,
00000000003283975236,2,ShaikTaq
00000000000132385468,2,BeingSalmanKhan
00000000000484482419,2,Imshahrukhanwar
00000000000155202400,2,Nauumi
00000000000237403341,2,bhaktigupte
00000000002177418943,2,
00000000000205247647,2,affrrozz
00000000000085069586,2,shuklvijay
00000000000115622213,2,kamaalrkhan
00000000002502209208,2,pavipavi123
00000000002865807704,2,
00000000000199360670,2,
00000000000133677167,2,
00000000002226113918,2,FanTheFilm
00000000000183230911,2,aliaa08
00000000000099642673,2,
00000000000091154457,2,
00000000003146217062,2,
00000000003146217062,2,
00000000000334028972,2,
00000000002223954174,2,
00000000002315229060,2,
00000000004783835702,2,
00000000000127466608,2,
00000000000061156375,2,
00000000001416320311,2,
00000000000145125358,2,
00000000000364329638,2,
00000000001356050886,2,
00000000003249530210,2,
00000000000234723344,2,
00000000000033801019,2,
00720733909122740224,2,
00000000000056631494,2,
00000000003260002962,2,
00000000000264034657,2,
00000000000113419517,2,
00000000000057928790,2,
00000000003190724062,2,
00000000000035695228,2,
00000000000018354016,2,
00000000000105135997,2,
00000000000360727178,2,
00000000000041549052,2,
00000000001217017676,2,
00000000003136705801,2,
00000000000304935368,2,
00000000000056788480,2,
00000000000063925654,2,
00000000000317034396,2,
00000000000023592970,2,
00000000000220228167,2,
00000000000215752454,2,
00000000000308639519,2,
00000000000205177456,2,
00000000000112199965,2,
00000000000099928370,2,
00000000000128829414,2,
00000000000057998991,2,
00000000000057024049,2,
00000000000470459012,2,
00000000001729267674,2,
00000000000101695592,2,
00000000000031798899,2,
00000000000031798899,2,
00000000000115290697,2,
00719168112013262848,2,
00000000001078958329,2,
00000000000081556644,2,
00000000000950165300,2,
00000000000177961203,2,
00000000001978851349,2,
00000000000087170183,2,
00000000000226061405,2,
00000000000210883184,2,
00713088534937149440,2,
00000000001243173036,2,
00000000000829163149,2,
00000000000555791715,2,
00000000001492538024,2,
00000000000099448420,2,
00000000000088856792,2,
00000000000019305157,2,
00000000001097700234,2,
00000000001097700234,2,
00000000000055174784,2,
00000000000097865628,2,
00000000000097865628,2,
00000000000040884854,2,
00000000004818399136,2,
00000000000015460683,2,
00000000002469605695,2,
00000000000065659343,2,
00000000000043948799,2,
00000000002406731444,2,
00000000001569865434,2,
00000000001363619496,2,
00000000003121950442,2,
00000000000145592277,2,
00000000000053608329,2,
00000000000070984497,2,
00000000001700943715,2,
00000000000389974129,2,
00000000003099486241,2,
00000000002985491090,2,
00000000000156967233,2,
00000000003215354075,2,
00000000000381391189,2,
00000000000123774113,2,
00000000000417632438,2,
00000000000613321095,2,
00000000000613321095,2,
00000000000039523524,2,
00000000000039523524,2,
00000000000448333068,2,
00000000004337075475,2,
00000000000111615736,2,
00000000001722621516,2,
00000000000071340639,2,
00000000000071340639,2,
00000000000146937987,2,
00000000000397155014,2,
00000000003165290299,2,
00000000000074155405,2,
00000000000091478624,2,
00000000000157903916,2,
00000000000923083975,2,
00000000002829705433,2,
00000000002933093802,2,
00000000000102990618,2,
00000000001925368664,2,
00000000002984463895,2,
00000000002467169677,2,
00000000000195703895,2,
00000000000083212615,2,
00000000000233535002,2,
00000000001196254680,2,
00000000002868143491,2,
00718313353307910144,2,
00000000000030857481,2,
00000000000014182050,2,
00000000002890158487,2,
00000000000624462023,2,
00000000001425732632,2,
00000000001425732632,2,
00000000000943271124,2,
00000000000086766116,2,
00000000003296485796,2,
00000000000128655568,2,
00000000001036880774,2,
00000000000067849717,2,
00000000000067849717,2,
00000000000088916307,2,
00000000004553741353,2,
00000000004553741353,2,
00000000000112099774,2,
00000000000112099774,2,
00000000000174228007,2,
00000000000850869517,2,
00000000004440188115,2,
00000000000133026592,2,
00000000000225671549,2,
00000000003050856984,2,
00000000000742289460,2,
00000000000120686214,2,
00000000001028211162,2,
00000000000158827048,2,
00000000000631926517,2,
00000000000034245009,2,
00000000000034245009,2,
00000000000119496700,2,
00000000000601985318,2,
00000000000058761257,2,
00000000000122356647,2,
00000000000091527470,2,
00000000000109241992,2,
00000000000058777972,2,
00000000000058777972,2,
00000000000117745810,2,
00000000001221376004,2,
00000000002903295746,2,
00000000003185134851,2,
00710092097949294592,2,
00000000000080474525,2,
00000000004015224843,2,
00000000000120737021,2,
00000000000056042688,2,
00000000000131783799,2,
00000000000032449931,2,
00000000000067852897,2,
00000000002814818887,2,
00000000001870397263,2,
00000000000186202772,2,
00000000002824558283,2,
00000000002824558283,2,
00000000002704571036,2,
00000000000103258584,2,
00000000002597554885,2,
00000000000465329295,2,
00000000000113945721,2,
00000000000113945721,2,
00000000004569969881,2,
00000000001715202757,2,
00000000000044345790,2,
00000000000116817856,2,
00000000000116817856,2,
00000000000108216910,2,
00000000000108216910,2,
00000000000064526820,2,
00000000002803890038,2,
00000000000397445893,2,
00000000000071839061,2,
00000000000339439341,2,
00000000000339439341,2,
00000000001129632697,2,
00000000000831167088,2,
00000000000416088877,2,
00000000000328993574,2,
00000000000328993574,2,
00000000000143532941,2,
00000000000354800632,2,
00000000000108252113,2,
00000000003281802866,2,
00000000003117015608,2,
00000000000056336341,2,
00000000000056304422,2,
00000000000085303665,2,
00000000003068679582,2,
00000000000527238616,2,
00000000000017999031,2,
00000000002420020489,2,
00000000002959415371,2,
00000000002959415371,2,
00000000000094163409,2,
00000000003324660504,2,
00000000000284989979,2,
00000000000330978964,2,
